Removed Pin From Net: NetName=+5v Pin=D1-1
Removed Pin From Net: NetName=AGND Pin=D1-2
Removed Pin From Net: NetName=+3.3v Pin=ISO1-1
Removed Pin From Net: NetName=AGND Pin=ISO1-2
Removed Pin From Net: NetName=+3.3v Pin=ISO1-7
Removed Pin From Net: NetName=AGND Pin=ISO1-8
Removed Pin From Net: NetName=NetDD1_4 Pin=ISO1-12
Removed Pin From Net: NetName=AGND Pin=PS1-3
Removed Pin From Net: NetName=+5v Pin=PS1-4
Removed Pin From Net: NetName=AGND Pin=U1-1
Removed Pin From Net: NetName=+3.3v Pin=U1-2
Removed Pin From Net: NetName=+5v Pin=U1-3
Removed Member From Class: ClassName=universal driver v2 Member=D2
Removed Member From Class: ClassName=universal driver v2 Member=D4
Removed Member From Class: ClassName=universal driver v2 Member=ISO1
Removed Member From Class: ClassName=universal driver v2 Member=J2
Removed Member From Class: ClassName=universal driver v2 Member=PS1
Removed Member From Class: ClassName=universal driver v2 Member=Q1
Removed Member From Class: ClassName=universal driver v2 Member=XP1
Change Component Footprint: Designator=D1 Old Footprint=AM2D-NZ New Footprint=DIOM7958X213N
Change Component Footprint: Designator=J1 Old Footprint=ASSMANN_A-2004-2-4-LPS-N-R New Footprint=HANRUN_HR911105A
Change Component Footprint: Designator=C3 Old Footprint=CAPACITOR 0603 New Footprint=CAPCHIP0603
Change Component Footprint: Designator=C6 Old Footprint=CAPACITOR 0603 New Footprint=CAPCHIP0603
Change Component Footprint: Designator=C7 Old Footprint=CAPACITOR 0603 New Footprint=CAPCHIP0603
Change Component Footprint: Designator=C2 Old Footprint=CAPACITOR 0603 New Footprint=TECAP B
Change Component Footprint: Designator=C4 Old Footprint=CAPACITOR 0603 New Footprint=TECAP B
Change Component Footprint: Designator=C1 Old Footprint=CAPC3225X270N New Footprint=CAPCHIP0603
Change Component Footprint: Designator=DD1 Old Footprint=NSO8 New Footprint=TO-263
Change Component Footprint: Designator=R1 Old Footprint=Resistor 0805 New Footprint=RESCHIP0603
Change Component Footprint: Designator=R2 Old Footprint=Resistor 0805 New Footprint=RESCHIP0603
Change Component Footprint: Designator=R3 Old Footprint=Resistor 0805 New Footprint=RESCHIP0603
Change Component Footprint: Designator=R4 Old Footprint=Resistor 0805 New Footprint=RESCHIP0603
Change Component Footprint: Designator=R5 Old Footprint=Resistor 0805 New Footprint=RESCHIP0603
Change Component Footprint: Designator=R14 Old Footprint=Resistor 0805 New Footprint=RESCHIP0603
Change Component Footprint: Designator=R6 Old Footprint=Resistor 0805 New Footprint=Resistor 0603
Change Component Footprint: Designator=R7 Old Footprint=Resistor 0805 New Footprint=Resistor 0603
Change Component Footprint: Designator=R8 Old Footprint=Resistor 0805 New Footprint=Resistor 0603
Change Component Footprint: Designator=R9 Old Footprint=Resistor 0805 New Footprint=Resistor 0603
Change Component Comment : Designator=C3 Old Comment=0.1uF New Comment=18 п‘
Change Component Comment : Designator=C2 Old Comment=0.1uF New Comment=Cap T
Change Component Comment : Designator=C4 Old Comment=0.1uF New Comment=Cap T
Change Component Comment : Designator=R10 Old Comment=3.9k New Comment=1.5k
Change Component Comment : Designator=R11 Old Comment=3.9k New Comment=1.5k
Change Component Comment : Designator=R13 Old Comment=3.9k New Comment=1.5k
Change Component Comment : Designator=R7 Old Comment=10 New Comment=0
Change Component Comment : Designator=R9 Old Comment=10 New Comment=0
Change Component Comment : Designator=R2 Old Comment=10 New Comment=10k
Change Component Comment : Designator=R3 Old Comment=10 New Comment=50 ќм
Change Component Comment : Designator=R5 Old Comment=10K New Comment=10 ќм
Change Component Comment : Designator=R14 Old Comment=10K New Comment=12.4k
Change Component Comment : Designator=R4 Old Comment=10K New Comment=50 ќм
Change Component Comment : Designator=C1 Old Comment=10uF New Comment=100 nF
Change Component Comment : Designator=C6 Old Comment=20pF New Comment=100 nF
Change Component Comment : Designator=C7 Old Comment=20pF New Comment=100 nF
Change Component Comment : Designator=R1 Old Comment=120 New Comment=10k
Change Component Comment : Designator=J1 Old Comment=A-2004-2-4-LPS-N-R New Comment=HR911105A
Change Component Comment : Designator=D1 Old Comment=AM1DS-0505SJZ New Comment=MBRS540T3G
Change Component Comment : Designator=U1 Old Comment=LM1117T-3.3 New Comment=W5500
Change Component Comment : Designator=DD1 Old Comment=MAX485 New Comment=LM2596S-ADJ
Change component parameters: Designator = "C1" ("C1"); Footprint = "CAPC3225X270N"; UniqueID = "\QDVCIIAR" ("\QDVCIIAR")
Change component parameters (AddParameter): Name = "Type"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100 nF"; VariantName = "[No Variations]"
Change component parameters: Designator = "C3" ("C3"); Footprint = "CAPACITOR 0603"; UniqueID = "\AMDKTQLK" ("\AMDKTQLK")
Change component parameters (AddParameter): Name = "Type"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "18 п‘"; VariantName = "[No Variations]"
Change component parameters: Designator = "C6" ("C6"); Footprint = "CAPACITOR 0603"; UniqueID = "\UWGCRWXG" ("\UWGCRWXG")
Change component parameters (AddParameter): Name = "Type"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100 nF"; VariantName = "[No Variations]"
Change component parameters: Designator = "C7" ("C7"); Footprint = "CAPACITOR 0603"; UniqueID = "\SUPZNDOF" ("\SUPZNDOF")
Change component parameters (AddParameter): Name = "Type"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100 nF"; VariantName = "[No Variations]"
Change component parameters: Designator = "J1" ("J1"); Footprint = "ASSMANN_A-2004-2-4-LPS-N-R"; UniqueID = "\YOBFOLPC" ("\YOBFOLPC")
Change component parameters (AddParameter): Name = "Availability"; Value = "Unavailable"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "DFRobot"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "HR911105A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "None"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price"; Value = "None"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SnapEDA_Link"; Value = "https://www.snapeda.com/parts/HR911105A/DFRobot/view-part/214807/?ref=snap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C2" ("C2"); Footprint = "CAPACITOR 0603"; UniqueID = "\UMCACASA" ("\UMCACASA")
Change component parameters (AddParameter): Name = "Type"; Value = "Type"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10 mkF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "6v"; VariantName = "[No Variations]"
Change component parameters: Designator = "C4" ("C4"); Footprint = "CAPACITOR 0603"; UniqueID = "\NVBJYNRX" ("\NVBJYNRX")
Change component parameters (AddParameter): Name = "Type"; Value = "Type"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10 mkF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "6v"; VariantName = "[No Variations]"
Change component parameters: Designator = "R3" ("R3"); Footprint = "Resistor 0805"; UniqueID = "\WCVHTGXC" ("\WCVHTGXC")
Change component parameters (AddParameter): Name = "PWR"; Value = "Value"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "50 ќм"; VariantName = "[No Variations]"
Change component parameters: Designator = "R4" ("R4"); Footprint = "Resistor 0805"; UniqueID = "\ZENQIBKE" ("\ZENQIBKE")
Change component parameters (AddParameter): Name = "PWR"; Value = "Value"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "50 ќм"; VariantName = "[No Variations]"
Change component parameters: Designator = "R5" ("R5"); Footprint = "Resistor 0805"; UniqueID = "\WNCXDGBQ" ("\WNCXDGBQ")
Change component parameters (AddParameter): Name = "PWR"; Value = "Value"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10 ќм"; VariantName = "[No Variations]"
Change component parameters: Designator = "U1" ("U1"); Footprint = "TO-220-KCS0003B"; UniqueID = "\VFYZOXFB" ("\VFYZOXFB")
Change component parameters (AddParameter): Name = "Availability"; Value = "In Stock"; VariantName = "[No Variations]"
